T [C],RH [%],Short_wave_global [W/m2],,,,,,,,,,,,,,
6.83165,75.1314,0,,,,,,,,,,,,,,
6.14693,79.3737,0,,,,,,,,,,,,,,
5.6792,82.0928,0,,,,,,,,,,,,,,
5.23067,83.0795,0,,,,,,,,,,,,,,
4.71312,84.4673,0,,,,,,,,,,,,,,
4.42499,84.4955,0,,,,,,,,,,,,,,
4.27124,85.2383,0,,,,,,,,,,,,,,
4.31183,86.6776,0,,,,,,,,,,,,,,
3.84873,86.7464,0,,,,,,,,,,,,,,
3.95893,88.9172,0,,,,,,,,,,,,,,
4.23182,86.9606,0.0307645,,,,,,,,,,,,,,
4.52838,84.7165,6.35492,,,,,,,,,,,,,,
5.62822,81.9812,25.6752,,,,,,,,,,,,,,
7.45686,74.6104,51.4674,,,,,,,,,,,,,,
10.0556,62.6692,85.7376,,,,,,,,,,,,,,
12.2084,56.9622,115.109,,,,,,,,,,,,,,
13.6261,50.3209,131.321,,,,,,,,,,,,,,
14.4795,50.6739,122,,,,,,,,,,,,,,
14.5532,49.7587,108.19,,,,,,,,,,,,,,
14.8077,49.8878,117.881,,,,,,,,,,,,,,
13.9815,53.3753,86.5273,,,,,,,,,,,,,,
12.8935,54.3394,49.3012,,,,,,,,,,,,,,
11.6779,60.6129,17.1263,,,,,,,,,,,,,,
11.7848,61.1581,0.874426,,,,,,,,,,,,,,
11.4461,67.9157,0,,,,,,,,,,,,,,
10.5421,76.4541,0,,,,,,,,,,,,,,
10.0188,79.9907,0,,,,,,,,,,,,,,
9.8281,79.6493,0,,,,,,,,,,,,,,
9.67153,76.3798,0,,,,,,,,,,,,,,
9.51821,77.4408,0,,,,,,,,,,,,,,
9.65324,75.4137,0,,,,,,,,,,,,,,
9.36275,77.0794,0,,,,,,,,,,,,,,
8.99496,83.4435,0,,,,,,,,,,,,,,
8.84948,84.4436,0,,,,,,,,,,,,,,
8.4997,88.0751,0.00056481,,,,,,,,,,,,,,
8.4366,86.3642,2.19939,,,,,,,,,,,,,,
9.24549,84.0669,9.76393,,,,,,,,,,,,,,
9.80226,81.6181,17.3411,,,,,,,,,,,,,,
10.9517,76.3555,38.3989,,,,,,,,,,,,,,
12.6531,69.7804,70.9503,,,,,,,,,,,,,,
13.0606,69.1857,77.1086,,,,,,,,,,,,,,
14.3365,64.8096,98.6359,,,,,,,,,,,,,,
14.9033,61.8747,128.581,,,,,,,,,,,,,,
13.8367,65.1804,97.6213,,,,,,,,,,,,,,
12.9662,69.0006,46.4077,,,,,,,,,,,,,,
12.1715,73.4305,24.0924,,,,,,,,,,,,,,
11.3046,79.6503,10.3432,,,,,,,,,,,,,,
11.0126,83.81,1.75863,,,,,,,,,,,,,,
10.6583,86.224,0,,,,,,,,,,,,,,
10.5034,87.309,0,,,,,,,,,,,,,,
10.4528,87.9083,0,,,,,,,,,,,,,,
10.3416,88.4689,0,,,,,,,,,,,,,,
10.097,88.5816,0,,,,,,,,,,,,,,
9.98617,89.1877,0,,,,,,,,,,,,,,
9.95671,88.85,0,,,,,,,,,,,,,,
9.88277,88.4965,0,,,,,,,,,,,,,,
9.64786,88.8493,0,,,,,,,,,,,,,,
9.52777,89.0533,0,,,,,,,,,,,,,,
8.72749,88.9271,0.000375166,,,,,,,,,,,,,,
8.71753,91.2803,5.62321,,,,,,,,,,,,,,
9.86296,91.8,18.3325,,,,,,,,,,,,,,
11.2142,85.3912,37.492,,,,,,,,,,,,,,
13.6252,73.7713,81.2528,,,,,,,,,,,,,,
15.8027,65.667,119.735,,,,,,,,,,,,,,
16.8154,63.4598,112.111,,,,,,,,,,,,,,
17.4916,57.7023,99.5018,,,,,,,,,,,,,,
16.219,61.5308,72.0771,,,,,,,,,,,,,,
16.6177,61.8365,66.8821,,,,,,,,,,,,,,
15.2071,64.9792,56.3142,,,,,,,,,,,,,,
14.3559,66.942,27.4556,,,,,,,,,,,,,,
13.2795,72.1439,14.0451,,,,,,,,,,,,,,
12.3219,77.2026,1.62324,,,,,,,,,,,,,,
11.724,80.1302,0,,,,,,,,,,,,,,
10.7644,83.2996,0,,,,,,,,,,,,,,
9.92874,87.9062,0,,,,,,,,,,,,,,
9.55083,90.3439,0,,,,,,,,,,,,,,
9.08497,91.3441,0,,,,,,,,,,,,,,
8.57461,92.0149,0,,,,,,,,,,,,,,
8.02287,92.3751,0,,,,,,,,,,,,,,
7.60373,93.0733,0,,,,,,,,,,,,,,
7.25236,93.499,0,,,,,,,,,,,,,,
6.86943,93.9524,0.00123514,,,,,,,,,,,,,,
6.41348,93.8468,0.146998,,,,,,,,,,,,,,
6.72553,91.1458,8.21329,,,,,,,,,,,,,,
8.57733,88.2183,38.3355,,,,,,,,,,,,,,
11.3668,78.3404,84.8715,,,,,,,,,,,,,,
13.5135,71.5733,118.576,,,,,,,,,,,,,,
14.5608,66.9456,119.494,,,,,,,,,,,,,,
15.7938,62.5682,115.048,,,,,,,,,,,,,,
17.1185,57.8237,119.847,,,,,,,,,,,,,,
17.5186,56.569,109.182,,,,,,,,,,,,,,
20.0817,48.9042,151.541,,,,,,,,,,,,,,
20.965,46.123,185.615,,,,,,,,,,,,,,
19.0517,48.5601,133.955,,,,,,,,,,,,,,
15.8841,59.7064,55.84,,,,,,,,,,,,,,
13.0135,71.9003,7.86354,,,,,,,,,,,,,,
12.0545,77.4083,0,,,,,,,,,,,,,,
11.0716,80.4282,0,,,,,,,,,,,,,,
10.5547,78.7468,0,,,,,,,,,,,,,,
9.52829,81.5892,0,,,,,,,,,,,,,,
8.93634,82.4542,0,,,,,,,,,,,,,,
8.34098,84.9096,0,,,,,,,,,,,,,,
7.9767,87.5256,0,,,,,,,,,,,,,,
7.41069,88.5556,0,,,,,,,,,,,,,,
7.02982,89.1246,0,,,,,,,,,,,,,,
6.50004,88.7586,0.000234862,,,,,,,,,,,,,,
6.09962,88.7279,0.0510323,,,,,,,,,,,,,,
6.5554,89.0471,7.77001,,,,,,,,,,,,,,
8.15199,83.6391,33.4828,,,,,,,,,,,,,,
9.73621,75.8701,63.2333,,,,,,,,,,,,,,
11.6316,69.2968,87.9685,,,,,,,,,,,,,,
12.6044,63.871,107.148,,,,,,,,,,,,,,
13.6345,61.3959,122.309,,,,,,,,,,,,,,
14.5765,58.9747,135.798,,,,,,,,,,,,,,
14.5905,57.9875,137.961,,,,,,,,,,,,,,
15.356,55.4364,153.6,,,,,,,,,,,,,,
14.7188,56.3627,156.432,,,,,,,,,,,,,,
12.3149,64.5262,109.358,,,,,,,,,,,,,,
10.188,72.1282,41.4999,,,,,,,,,,,,,,
8.98576,75.2296,7.69053,,,,,,,,,,,,,,
8.23435,78.0349,0.0379994,,,,,,,,,,,,,,
7.89796,79.4472,0,,,,,,,,,,,,,,
7.37004,79.5266,0,,,,,,,,,,,,,,
7.0114,80.4335,0,,,,,,,,,,,,,,
6.6246,79.8441,0,,,,,,,,,,,,,,
6.39864,81.0568,0,,,,,,,,,,,,,,
6.07295,81.1751,0,,,,,,,,,,,,,,
5.78706,83.1732,0,,,,,,,,,,,,,,
5.7924,86.1124,0,,,,,,,,,,,,,,
5.36984,87.9846,0,,,,,,,,,,,,,,
5.47049,84.5287,0.000529533,,,,,,,,,,,,,,
5.32616,83.8858,1.15371,,,,,,,,,,,,,,
5.71884,82.92,4.77881,,,,,,,,,,,,,,
5.79515,81.9382,9.89114,,,,,,,,,,,,,,
6.42179,80.0977,16.3887,,,,,,,,,,,,,,
7.01674,77.7283,23.5542,,,,,,,,,,,,,,
7.52195,75.9198,29.784,,,,,,,,,,,,,,
7.42084,77.1062,31.0065,,,,,,,,,,,,,,
6.86635,78.9364,23.4927,,,,,,,,,,,,,,
6.5869,81.1033,15.6819,,,,,,,,,,,,,,
6.04236,83.412,10.3871,,,,,,,,,,,,,,
5.93875,84.7177,5.41048,,,,,,,,,,,,,,
5.96246,86.3671,1.85569,,,,,,,,,,,,,,
5.79985,86.1487,0.191104,,,,,,,,,,,,,,
5.68226,86.233,0,,,,,,,,,,,,,,
5.39652,85.5854,0,,,,,,,,,,,,,,
5.38642,85.7442,0,,,,,,,,,,,,,,
5.0966,94.9858,0,,,,,,,,,,,,,,
5.26909,87.9538,0,,,,,,,,,,,,,,
5.47557,86.9798,0,,,,,,,,,,,,,,
5.35243,88.3267,0,,,,,,,,,,,,,,
5.3154,87.0776,0,,,,,,,,,,,,,,
5.36002,87.2233,0,,,,,,,,,,,,,,
5.26515,87.4231,0.000120714,,,,,,,,,,,,,,
5.30951,88.3451,0.0470086,,,,,,,,,,,,,,
5.48152,86.7375,3.41572,,,,,,,,,,,,,,
5.84306,83.0232,13.2576,,,,,,,,,,,,,,
7.28022,78.0789,33.3179,,,,,,,,,,,,,,
8.30961,75.2541,51.751,,,,,,,,,,,,,,
10.349,66.9933,83.1341,,,,,,,,,,,,,,
10.8731,63.5225,93.1296,,,,,,,,,,,,,,
10.8882,64.4991,73.5241,,,,,,,,,,,,,,
11.164,67.2837,57.1661,,,,,,,,,,,,,,
11.1717,69.5824,45.305,,,,,,,,,,,,,,
8.41186,94.8522,28.2444,,,,,,,,,,,,,,
8.3944,96.4164,11.0686,,,,,,,,,,,,,,
8.61166,87.8062,3.59574,,,,,,,,,,,,,,
8.43721,87.0392,0.617662,,,,,,,,,,,,,,
8.15288,87.0485,0.365512,,,,,,,,,,,,,,
7.95461,88.1068,0.419869,,,,,,,,,,,,,,
7.7556,87.1669,0.196286,,,,,,,,,,,,,,
7.59986,88.3435,0,,,,,,,,,,,,,,
6.50881,86.7677,0,,,,,,,,,,,,,,
6.03487,84.9177,0,,,,,,,,,,,,,,
5.58445,83.3495,0,,,,,,,,,,,,,,
5.51836,83.2563,0,,,,,,,,,,,,,,
5.76284,85.9284,0,,,,,,,,,,,,,,
5.36153,87.5898,6.03E-05,,,,,,,,,,,,,,
5.42691,86.7117,0.0518537,,,,,,,,,,,,,,
5.3323,87.6895,2.67532,,,,,,,,,,,,,,
5.89498,83.6226,19.8551,,,,,,,,,,,,,,
6.22991,75.8068,55.7747,,,,,,,,,,,,,,
7.82631,69.8833,84.8419,,,,,,,,,,,,,,
10.2146,59.9137,110.601,,,,,,,,,,,,,,
11.3941,48.7072,128.367,,,,,,,,,,,,,,
11.3245,46.1388,108.744,,,,,,,,,,,,,,
11.3535,40.719,84.6913,,,,,,,,,,,,,,
14.7923,32.6269,159.085,,,,,,,,,,,,,,
17.0964,25.5356,235.724,,,,,,,,,,,,,,
16.5022,31.7066,231.961,,,,,,,,,,,,,,
12.1395,44.0219,128.028,,,,,,,,,,,,,,
8.34915,54.1383,25.4455,,,,,,,,,,,,,,
7.15138,56.3435,0,,,,,,,,,,,,,,
6.1997,57.1853,0,,,,,,,,,,,,,,
5.33682,65.1074,0,,,,,,,,,,,,,,
4.8171,66.6099,0,,,,,,,,,,,,,,
4.0401,72.3999,0,,,,,,,,,,,,,,
3.15305,75.5991,0,,,,,,,,,,,,,,
2.60815,75.6478,0,,,,,,,,,,,,,,
1.79868,75.6622,0,,,,,,,,,,,,,,
1.539,76.1041,0,,,,,,,,,,,,,,
1.23092,76.3668,0.000342839,,,,,,,,,,,,,,
1.1737,78.6718,0.548325,,,,,,,,,,,,,,
1.8363,79.4381,12.6243,,,,,,,,,,,,,,
3.86139,74.6061,36.7514,,,,,,,,,,,,,,
6.54149,70.2127,69.2065,,,,,,,,,,,,,,
9.0937,61.2996,95.5798,,,,,,,,,,,,,,
11.0895,55.4644,108.744,,,,,,,,,,,,,,
13.5024,38.6941,128.692,,,,,,,,,,,,,,
14.935,33.0592,141.285,,,,,,,,,,,,,,
14.8704,32.2574,124.146,,,,,,,,,,,,,,
17.1348,27.4698,151.544,,,,,,,,,,,,,,
19.1308,25.6108,207.4,,,,,,,,,,,,,,
18.1373,29.0347,186.875,,,,,,,,,,,,,,
13.4062,37.6641,94.5477,,,,,,,,,,,,,,
10.0409,43.2258,16.28,,,,,,,,,,,,,,
8.42645,48.103,0,,,,,,,,,,,,,,
7.11275,58.4276,0,,,,,,,,,,,,,,
5.75589,64.799,0,,,,,,,,,,,,,,
4.65738,69.5527,0,,,,,,,,,,,,,,
4.3713,66.3868,0,,,,,,,,,,,,,,
4.04923,68.4586,0,,,,,,,,,,,,,,
3.16212,72.805,0,,,,,,,,,,,,,,
2.68673,77.1122,0,,,,,,,,,,,,,,
1.99891,78.1407,0,,,,,,,,,,,,,,
1.1941,79.7515,0.000263006,,,,,,,,,,,,,,
1.55888,80.2808,0.378475,,,,,,,,,,,,,,
1.98526,83.0068,7.3237,,,,,,,,,,,,,,
3.93601,87.3334,17.6109,,,,,,,,,,,,,,
5.53162,78.9466,28.4268,,,,,,,,,,,,,,
7.88753,53.7385,45.608,,,,,,,,,,,,,,
9.50077,52.3382,62.1714,,,,,,,,,,,,,,
11.0823,43.3258,74.0199,,,,,,,,,,,,,,
12.0971,40.221,78.5857,,,,,,,,,,,,,,
13.1082,35.5441,80.4203,,,,,,,,,,,,,,
17.5898,27.5365,150.544,,,,,,,,,,,,,,
19.9465,20.7439,200.987,,,,,,,,,,,,,,
19.8013,24.533,191.747,,,,,,,,,,,,,,
15.6633,34.3923,109.797,,,,,,,,,,,,,,
11.7271,39.4919,24.4591,,,,,,,,,,,,,,
9.90377,44.9556,0,,,,,,,,,,,,,,
8.6348,52.0172,0,,,,,,,,,,,,,,
7.72064,54.7668,0,,,,,,,,,,,,,,
6.7936,59.8986,0,,,,,,,,,,,,,,
6.17727,61.1178,0,,,,,,,,,,,,,,
5.6757,63.9414,0,,,,,,,,,,,,,,
5.25655,66.3947,0,,,,,,,,,,,,,,
4.814,68.4244,0,,,,,,,,,,,,,,
4.43124,72.2808,0,,,,,,,,,,,,,,
3.14753,73.9444,0.00141029,,,,,,,,,,,,,,
2.94315,73.8879,0.569143,,,,,,,,,,,,,,
3.60772,78.4578,8.97812,,,,,,,,,,,,,,
5.30452,78.8941,24.4539,,,,,,,,,,,,,,
7.44339,71.1128,42.1882,,,,,,,,,,,,,,
10.0402,57.2829,68.2146,,,,,,,,,,,,,,
12.3705,42.2915,91.2027,,,,,,,,,,,,,,
14.2096,37.8259,104.244,,,,,,,,,,,,,,
15.4078,33.8653,110.484,,,,,,,,,,,,,,
16.2288,33.7488,108.573,,,,,,,,,,,,,,
18.8111,32.1482,159.564,,,,,,,,,,,,,,
19.0689,36.948,194.724,,,,,,,,,,,,,,
18.2127,43.677,168.21,,,,,,,,,,,,,,
14.2653,56.9968,87.4308,,,,,,,,,,,,,,
11.9665,66.5569,15.6168,,,,,,,,,,,,,,
10.3996,70.9971,0,,,,,,,,,,,,,,
9.562,75.5649,0,,,,,,,,,,,,,,
8.75581,77.7704,0,,,,,,,,,,,,,,
7.96917,79.7925,0,,,,,,,,,,,,,,
7.50317,81.867,0,,,,,,,,,,,,,,
6.95438,82.4127,0,,,,,,,,,,,,,,
6.38113,84.7079,0,,,,,,,,,,,,,,
5.9256,87.8174,0,,,,,,,,,,,,,,
5.21713,85.1341,0,,,,,,,,,,,,,,
5.12259,89.3918,0.000427584,,,,,,,,,,,,,,
4.52689,89.2169,0.636585,,,,,,,,,,,,,,
4.55893,91.6079,9.31072,,,,,,,,,,,,,,
5.92736,92.2523,23.6174,,,,,,,,,,,,,,
7.75926,89.2777,35.6317,,,,,,,,,,,,,,
10.1168,83.9436,51.2214,,,,,,,,,,,,,,
12.2667,71.7012,66.1859,,,,,,,,,,,,,,
14.0344,58.3225,77.0283,,,,,,,,,,,,,,
15.071,51.8484,81.7932,,,,,,,,,,,,,,
15.7233,50.3788,79.7352,,,,,,,,,,,,,,
19.5109,43.3206,152.137,,,,,,,,,,,,,,
21.9503,35.7951,215.457,,,,,,,,,,,,,,
20.4179,43.0696,203.564,,,,,,,,,,,,,,
16.1679,54.6087,113.533,,,,,,,,,,,,,,
12.7406,67.2097,24.521,,,,,,,,,,,,,,
11.0767,74.5328,0.0406293,,,,,,,,,,,,,,
10.2936,78.1791,0,,,,,,,,,,,,,,
9.13709,80.6062,0,,,,,,,,,,,,,,
9.01664,83.0704,0,,,,,,,,,,,,,,
8.18716,83.0114,0,,,,,,,,,,,,,,
7.39827,84.956,0,,,,,,,,,,,,,,
7.02071,86.6829,0,,,,,,,,,,,,,,
6.29032,86.0277,0,,,,,,,,,,,,,,
5.69146,86.4557,0,,,,,,,,,,,,,,
5.34133,88.6657,0.00152043,,,,,,,,,,,,,,
5.10019,89.8031,0.627976,,,,,,,,,,,,,,
5.55862,89.3275,9.13381,,,,,,,,,,,,,,
6.58939,87.8148,21.9955,,,,,,,,,,,,,,
8.88314,78.2407,34.6167,,,,,,,,,,,,,,
11.237,63.1288,51.4448,,,,,,,,,,,,,,
13.1009,46.3344,65.8004,,,,,,,,,,,,,,
14.7708,44.5492,78.2348,,,,,,,,,,,,,,
15.8318,42.2398,84.172,,,,,,,,,,,,,,
16.9575,43.1689,87.5834,,,,,,,,,,,,,,
19.8027,37.2775,160.478,,,,,,,,,,,,,,
21.5526,33.4929,209.807,,,,,,,,,,,,,,
19.7591,37.0746,171.279,,,,,,,,,,,,,,
15.6984,54.1622,67.9939,,,,,,,,,,,,,,
13.6149,58.5532,6.41778,,,,,,,,,,,,,,
12.3717,62.2987,0,,,,,,,,,,,,,,
11.673,66.0894,0,,,,,,,,,,,,,,
10.8812,67.9533,0,,,,,,,,,,,,,,
9.95174,73.5789,0,,,,,,,,,,,,,,
9.21073,77.3888,0,,,,,,,,,,,,,,
8.68585,80.2693,0,,,,,,,,,,,,,,
8.23454,82.3223,0,,,,,,,,,,,,,,
7.73586,83.7092,0,,,,,,,,,,,,,,
7.04496,83.0869,0,,,,,,,,,,,,,,
6.40575,86.6507,0.00175226,,,,,,,,,,,,,,
6.17671,89.1095,0.58338,,,,,,,,,,,,,,
6.41419,87.0239,11.3561,,,,,,,,,,,,,,
7.76059,87.4192,31.316,,,,,,,,,,,,,,
9.95643,82.1585,53.6279,,,,,,,,,,,,,,
12.5258,71.2193,77.1966,,,,,,,,,,,,,,
14.9623,60.721,96.8626,,,,,,,,,,,,,,
16.7655,53.1203,109.962,,,,,,,,,,,,,,
17.9576,49.0856,113.397,,,,,,,,,,,,,,
19.2722,47.3511,111.276,,,,,,,,,,,,,,
22.1082,37.9865,160.44,,,,,,,,,,,,,,
22.911,35.1616,196.188,,,,,,,,,,,,,,
20.3939,39.701,162.198,,,,,,,,,,,,,,
16.6111,53.0839,69.8241,,,,,,,,,,,,,,
13.6729,59.8958,9.99877,,,,,,,,,,,,,,
12.0984,65.8528,0.0393088,,,,,,,,,,,,,,
10.6472,69.0689,0,,,,,,,,,,,,,,
9.35005,73.1478,0,,,,,,,,,,,,,,
9.02373,73.699,0,,,,,,,,,,,,,,
8.41151,77.7807,0,,,,,,,,,,,,,,
8.04127,79.6251,0,,,,,,,,,,,,,,
7.95359,79.7602,0,,,,,,,,,,,,,,
6.99136,80.7536,0,,,,,,,,,,,,,,
5.08766,84.3302,0,,,,,,,,,,,,,,
4.6669,86.6325,0.000658474,,,,,,,,,,,,,,
4.84974,88.0107,0.678757,,,,,,,,,,,,,,
5.68376,86.5765,12.2742,,,,,,,,,,,,,,
7.57197,76.9709,37.7147,,,,,,,,,,,,,,
9.76213,61.9838,66.8444,,,,,,,,,,,,,,
11.6679,51.872,97.1931,,,,,,,,,,,,,,
13.564,48.6341,119.96,,,,,,,,,,,,,,
15.5363,41.8326,146.659,,,,,,,,,,,,,,
16.6458,38.6412,158.086,,,,,,,,,,,,,,
16.74,36.5484,151.271,,,,,,,,,,,,,,
15.1697,40.5281,156.941,,,,,,,,,,,,,,
13.2784,46.017,107.318,,,,,,,,,,,,,,
11.5601,52.4126,54.6808,,,,,,,,,,,,,,
10.183,59.733,26.5521,,,,,,,,,,,,,,
9.20939,65.9854,4.57269,,,,,,,,,,,,,,
8.65897,69.095,0.0385079,,,,,,,,,,,,,,
8.24181,71.158,0,,,,,,,,,,,,,,
7.49031,75.0518,0,,,,,,,,,,,,,,
7.6649,74.8912,0,,,,,,,,,,,,,,
7.6013,71.9389,0,,,,,,,,,,,,,,
7.2071,72.9826,0,,,,,,,,,,,,,,
7.32387,72.1349,0,,,,,,,,,,,,,,
6.84995,73.7571,0,,,,,,,,,,,,,,
6.45001,74.9479,0,,,,,,,,,,,,,,
5.63388,77.5529,0.00149413,,,,,,,,,,,,,,
5.03781,78.4305,1.12494,,,,,,,,,,,,,,
6.07982,77.157,15.9188,,,,,,,,,,,,,,
7.96068,70.7342,44.6501,,,,,,,,,,,,,,
10.4654,60.8623,88.3126,,,,,,,,,,,,,,
13.0116,52.0478,128.947,,,,,,,,,,,,,,
15.0991,45.1793,154.287,,,,,,,,,,,,,,
15.4547,45.2777,144.461,,,,,,,,,,,,,,
16.1778,43.1105,123.551,,,,,,,,,,,,,,
16.9906,39.423,120.979,,,,,,,,,,,,,,
19.3692,33.4597,164.411,,,,,,,,,,,,,,
20.2103,32.7815,187.134,,,,,,,,,,,,,,
17.8147,39.6095,151.794,,,,,,,,,,,,,,
14.404,47.8433,75.8298,,,,,,,,,,,,,,
11.5427,56.9456,15.9942,,,,,,,,,,,,,,
9.97745,64.3858,0,,,,,,,,,,,,,,
8.99735,65.5857,0,,,,,,,,,,,,,,
8.0014,65.2151,0,,,,,,,,,,,,,,
7.75591,65.4243,0,,,,,,,,,,,,,,
7.42066,69.0279,0,,,,,,,,,,,,,,
7.1821,70.5948,0,,,,,,,,,,,,,,
7.04386,70.0802,0,,,,,,,,,,,,,,
5.73907,72.5799,0,,,,,,,,,,,,,,
5.2606,74.0136,0,,,,,,,,,,,,,,
4.41162,75.3382,0.00341803,,,,,,,,,,,,,,
4.4938,76.4527,1.44579,,,,,,,,,,,,,,
5.30725,75.8501,15.7308,,,,,,,,,,,,,,
6.51772,71.562,38.3695,,,,,,,,,,,,,,
8.26238,58.156,61.042,,,,,,,,,,,,,,
10.1946,50.6563,84.8245,,,,,,,,,,,,,,
11.6411,44.1945,100.586,,,,,,,,,,,,,,
12.4608,41.2791,105.4,,,,,,,,,,,,,,
13.5326,39.6118,103.089,,,,,,,,,,,,,,
13.6238,36.2415,96.7482,,,,,,,,,,,,,,
17.436,33.3764,165.808,,,,,,,,,,,,,,
18.8897,28.4304,226.632,,,,,,,,,,,,,,
17.7697,31.9755,208.317,,,,,,,,,,,,,,
14.2144,42.1996,113.001,,,,,,,,,,,,,,
10.6157,54.3274,25.289,,,,,,,,,,,,,,
8.58924,61.8001,0.039398,,,,,,,,,,,,,,
7.73031,66.053,0,,,,,,,,,,,,,,
6.89432,69.3663,0,,,,,,,,,,,,,,
6.45344,70.9804,0,,,,,,,,,,,,,,
5.70246,74.3912,0,,,,,,,,,,,,,,
5.1516,75.784,0,,,,,,,,,,,,,,
4.677,77.5774,0,,,,,,,,,,,,,,
3.93299,78.4986,0,,,,,,,,,,,,,,
3.19648,79.3073,0,,,,,,,,,,,,,,
2.42414,80.2085,0.00387283,,,,,,,,,,,,,,
2.51647,81.3284,1.73526,,,,,,,,,,,,,,
3.7221,84.3565,14.1458,,,,,,,,,,,,,,
5.88824,78.5739,33.7424,,,,,,,,,,,,,,
8.50132,72.2579,54.6435,,,,,,,,,,,,,,
10.9659,55.9204,78.4298,,,,,,,,,,,,,,
12.9794,49.3527,96.4942,,,,,,,,,,,,,,
14.5871,44.8055,104.88,,,,,,,,,,,,,,
15.5614,39.3945,104.05,,,,,,,,,,,,,,
16.4629,37.8751,100.994,,,,,,,,,,,,,,
19.8243,30.6419,170.142,,,,,,,,,,,,,,
21.3361,28.1492,224.653,,,,,,,,,,,,,,
19.6816,33.0969,187.826,,,,,,,,,,,,,,
16.3716,41.8541,90.2049,,,,,,,,,,,,,,
13.3033,47.0523,20.4717,,,,,,,,,,,,,,
11.5733,58.5165,0.0400488,,,,,,,,,,,,,,
10.287,61.1974,0,,,,,,,,,,,,,,
8.80163,66.3042,0,,,,,,,,,,,,,,
8.34802,66.5632,0,,,,,,,,,,,,,,
7.72253,68.6241,0,,,,,,,,,,,,,,
7.21401,71.0271,0,,,,,,,,,,,,,,
7.41947,73.0906,0,,,,,,,,,,,,,,
8.25588,71.8685,0,,,,,,,,,,,,,,
8.43809,72.7981,0,,,,,,,,,,,,,,
8.82223,76.8415,0.00315351,,,,,,,,,,,,,,
9.20724,81.2367,0.750068,,,,,,,,,,,,,,
10.0713,82.4146,15.1874,,,,,,,,,,,,,,
11.7179,78.4334,43.1394,,,,,,,,,,,,,,
13.5755,70.5129,68.5522,,,,,,,,,,,,,,
15.0697,66.1922,105.573,,,,,,,,,,,,,,
14.4335,69.0355,98.16,,,,,,,,,,,,,,
14.3285,71.4534,61.3297,,,,,,,,,,,,,,
11.6675,99.7571,48.5885,,,,,,,,,,,,,,
11.7128,99.7269,43.5471,,,,,,,,,,,,,,
12.1736,98.5489,55.1437,,,,,,,,,,,,,,
11.4319,99.8098,44.8057,,,,,,,,,,,,,,
10.3709,99.8144,13.3231,,,,,,,,,,,,,,
10.261,99.7955,4.54701,,,,,,,,,,,,,,
10.3004,99.7804,2.79476,,,,,,,,,,,,,,
9.88759,99.7491,0.0606281,,,,,,,,,,,,,,
9.5558,99.7156,0,,,,,,,,,,,,,,
9.36734,99.657,0,,,,,,,,,,,,,,
9.43941,99.4715,0,,,,,,,,,,,,,,
9.44168,99.1947,0,,,,,,,,,,,,,,
9.61394,98.761,0,,,,,,,,,,,,,,
9.56424,98.3987,0,,,,,,,,,,,,,,
9.59664,98.2262,0,,,,,,,,,,,,,,
9.74797,98.0906,0,,,,,,,,,,,,,,
9.85291,97.9507,1.11E-06,,,,,,,,,,,,,,
9.98356,99.6411,0.437493,,,,,,,,,,,,,,
10.2235,99.7916,4.84361,,,,,,,,,,,,,,
10.4391,99.7885,12.9751,,,,,,,,,,,,,,
10.8428,99.7812,18.101,,,,,,,,,,,,,,
11.5772,99.753,17.6658,,,,,,,,,,,,,,
11.4194,98.6142,26.9461,,,,,,,,,,,,,,
12.7487,85.1576,47.3667,,,,,,,,,,,,,,
12.9448,86.8485,48.7732,,,,,,,,,,,,,,
12.9942,90.7851,36.3465,,,,,,,,,,,,,,
13.3818,88.0883,26.9517,,,,,,,,,,,,,,
14.2754,82.1867,40.1095,,,,,,,,,,,,,,
14.1298,80.0034,48.1125,,,,,,,,,,,,,,
13.6465,80.8563,23.0398,,,,,,,,,,,,,,
13.1547,85.4943,3.7801,,,,,,,,,,,,,,
13.0418,87.2785,0.0388422,,,,,,,,,,,,,,
12.7631,87.7213,0,,,,,,,,,,,,,,
12.6372,87.8173,0,,,,,,,,,,,,,,
12.5091,89.1981,0,,,,,,,,,,,,,,
12.415,86.8141,0,,,,,,,,,,,,,,
12.346,84.2873,0,,,,,,,,,,,,,,
12.1698,84.7578,0,,,,,,,,,,,,,,
12.2089,87.2709,0,,,,,,,,,,,,,,
12.2524,88.7819,0,,,,,,,,,,,,,,
12.2157,88.6011,9.87E-05,,,,,,,,,,,,,,
12.2439,91.1693,0.182796,,,,,,,,,,,,,,
12.5007,90.9913,2.56926,,,,,,,,,,,,,,
12.8951,91.4087,9.40515,,,,,,,,,,,,,,
13.2654,88.7119,17.6475,,,,,,,,,,,,,,
14.36,85.7493,41.03,,,,,,,,,,,,,,
15.3716,80.3634,64.1932,,,,,,,,,,,,,,
16.6568,73.2179,85.6207,,,,,,,,,,,,,,
15.9013,75.7459,75.2323,,,,,,,,,,,,,,
14.1353,92.2005,43.9014,,,,,,,,,,,,,,
14.4693,85.6234,37.3984,,,,,,,,,,,,,,
16.5584,75.5639,72.9279,,,,,,,,,,,,,,
16.3582,75.6388,86.5903,,,,,,,,,,,,,,
15.0369,79.9456,40.7264,,,,,,,,,,,,,,
13.5909,84.8117,7.26969,,,,,,,,,,,,,,
13.0575,87.6174,0.155076,,,,,,,,,,,,,,
