T [C],RH [%],Short_wave_global [W/m2],,,,,,,,,,,,,,
-1.27063,98.8553,12.7771,,,,,,,,,,,,,,
-0.0208683,98.8666,34.3175,,,,,,,,,,,,,,
1.13461,98.7752,44.8357,,,,,,,,,,,,,,
1.59694,98.3379,45.9076,,,,,,,,,,,,,,
2.06144,97.1746,50.4361,,,,,,,,,,,,,,
3.01474,80.9042,57.0378,,,,,,,,,,,,,,
3.64946,70.9073,56.4698,,,,,,,,,,,,,,
6.39007,57.1142,112.332,,,,,,,,,,,,,,
7.93875,52.2306,155.708,,,,,,,,,,,,,,
5.58697,58.7342,110.914,,,,,,,,,,,,,,
2.51849,69.0138,28.565,,,,,,,,,,,,,,
0.907137,76.0189,0,,,,,,,,,,,,,,
0.105623,82.7508,0,,,,,,,,,,,,,,
-0.511025,88.7964,0,,,,,,,,,,,,,,
-1.05855,88.8876,0,,,,,,,,,,,,,,
-1.50179,94.1674,0,,,,,,,,,,,,,,
-1.93064,95.7396,0,,,,,,,,,,,,,,
-2.16897,93.4387,0,,,,,,,,,,,,,,
-2.20698,93.427,0,,,,,,,,,,,,,,
-2.62881,95.036,0,,,,,,,,,,,,,,
-2.83775,96.7413,0,,,,,,,,,,,,,,
-3.58096,97.0588,0,,,,,,,,,,,,,,
-3.68295,97.2749,0.000653508,,,,,,,,,,,,,,
-3.70484,97.4959,0.204952,,,,,,,,,,,,,,
-3.06888,97.4606,14.5195,,,,,,,,,,,,,,
-1.60755,97.0628,42.3391,,,,,,,,,,,,,,
-0.569039,92.1823,52.3428,,,,,,,,,,,,,,
0.799709,88.3379,52.5784,,,,,,,,,,,,,,
2.15885,94.3657,56.4811,,,,,,,,,,,,,,
3.32484,86.6695,60.7093,,,,,,,,,,,,,,
3.84092,80.0645,58.4435,,,,,,,,,,,,,,
7.18113,74.8543,107.092,,,,,,,,,,,,,,
7.60031,62.8825,135.041,,,,,,,,,,,,,,
5.08712,71.9384,62.7966,,,,,,,,,,,,,,
3.30727,82.269,3.94211,,,,,,,,,,,,,,
2.63179,86.7755,0,,,,,,,,,,,,,,
2.32433,87.3462,0,,,,,,,,,,,,,,
2.03001,89.3021,0,,,,,,,,,,,,,,
1.84287,88.5915,0,,,,,,,,,,,,,,
1.69692,84.7855,0,,,,,,,,,,,,,,
1.60028,86.6741,0,,,,,,,,,,,,,,
1.5709,81.6701,0,,,,,,,,,,,,,,
1.45808,82.9128,0,,,,,,,,,,,,,,
0.247444,84.7931,0,,,,,,,,,,,,,,
-0.28013,86.0795,0,,,,,,,,,,,,,,
-0.595954,90.745,0,,,,,,,,,,,,,,
-0.350763,86.4413,0.000157655,,,,,,,,,,,,,,
-0.577903,89.4963,0.335863,,,,,,,,,,,,,,
0.0558793,86.7202,9.47899,,,,,,,,,,,,,,
1.36542,79.9276,32.2795,,,,,,,,,,,,,,
2.80902,74.0857,54.1448,,,,,,,,,,,,,,
4.87312,66.8151,78.3685,,,,,,,,,,,,,,
5.85371,58.572,95.1096,,,,,,,,,,,,,,
6.00076,59.7944,93.3004,,,,,,,,,,,,,,
6.0309,60.1962,75.27,,,,,,,,,,,,,,
5.53605,61.1692,53.9276,,,,,,,,,,,,,,
5.04341,64.893,29.6904,,,,,,,,,,,,,,
4.2897,70.2229,10.0495,,,,,,,,,,,,,,
3.56861,78.4361,2.46993,,,,,,,,,,,,,,
3.06485,83.2672,0.0585129,,,,,,,,,,,,,,
2.75523,83.4323,0,,,,,,,,,,,,,,
2.31155,94.6305,0,,,,,,,,,,,,,,
2.49449,97.3221,0,,,,,,,,,,,,,,
2.27099,98.1707,0,,,,,,,,,,,,,,
2.24924,98.2845,0,,,,,,,,,,,,,,
2.188,98.2531,0,,,,,,,,,,,,,,
2.0422,99.3361,0,,,,,,,,,,,,,,
2.19453,99.5347,0,,,,,,,,,,,,,,
1.86972,99.0076,0,,,,,,,,,,,,,,
1.83491,98.7494,0,,,,,,,,,,,,,,
1.33731,98.6944,0.00170481,,,,,,,,,,,,,,
0.697116,98.6933,0.189026,,,,,,,,,,,,,,
0.755701,98.6415,7.03535,,,,,,,,,,,,,,
1.88028,98.5212,22.4718,,,,,,,,,,,,,,
3.12571,98.13,34.6073,,,,,,,,,,,,,,
4.36221,81.959,46.2711,,,,,,,,,,,,,,
6.09503,68.9868,61.8852,,,,,,,,,,,,,,
7.01214,70.3417,68.127,,,,,,,,,,,,,,
7.36202,68.9544,71.6996,,,,,,,,,,,,,,
8.60651,59.8875,108.096,,,,,,,,,,,,,,
8.16903,65.0152,107.628,,,,,,,,,,,,,,
6.40962,74.0812,59.521,,,,,,,,,,,,,,
4.54733,83.8396,18.8393,,,,,,,,,,,,,,
3.76593,86.2559,0.0581226,,,,,,,,,,,,,,
3.55189,86.9021,0,,,,,,,,,,,,,,
3.87754,82.2141,0,,,,,,,,,,,,,,
4.1385,81.091,0,,,,,,,,,,,,,,
4.76673,80.8589,0,,,,,,,,,,,,,,
5.41719,78.9612,0,,,,,,,,,,,,,,
4.97644,96.5147,0,,,,,,,,,,,,,,
4.88778,99.728,0,,,,,,,,,,,,,,
5.07556,99.8033,0,,,,,,,,,,,,,,
5.17907,99.812,0,,,,,,,,,,,,,,
5.53874,99.8172,0,,,,,,,,,,,,,,
5.94213,99.8168,3.90E-05,,,,,,,,,,,,,,
6.37924,99.8102,0.0449483,,,,,,,,,,,,,,
6.97212,99.8151,1.6885,,,,,,,,,,,,,,
7.52872,99.8058,7.72235,,,,,,,,,,,,,,
8.08085,99.7915,15.3978,,,,,,,,,,,,,,
8.41999,99.7722,28.2831,,,,,,,,,,,,,,
9.05207,99.7406,44.4722,,,,,,,,,,,,,,
9.03395,99.6341,45.5895,,,,,,,,,,,,,,
9.00108,99.8184,38.3816,,,,,,,,,,,,,,
8.14817,99.8771,24.3841,,,,,,,,,,,,,,
8.51658,99.9024,9.5473,,,,,,,,,,,,,,
8.61655,99.9121,4.4153,,,,,,,,,,,,,,
8.99471,99.9099,1.16859,,,,,,,,,,,,,,
9.53467,99.9125,0,,,,,,,,,,,,,,
9.87215,99.9252,0,,,,,,,,,,,,,,
10.0042,99.9264,0,,,,,,,,,,,,,,
10.0799,99.9245,0,,,,,,,,,,,,,,
10.0141,99.9198,0,,,,,,,,,,,,,,
10.107,99.9142,0,,,,,,,,,,,,,,
9.88158,99.909,0,,,,,,,,,,,,,,
9.93198,99.9119,0,,,,,,,,,,,,,,
9.83381,99.9112,0,,,,,,,,,,,,,,
9.792,99.9129,0,,,,,,,,,,,,,,
9.66968,99.9115,0,,,,,,,,,,,,,,
9.73057,99.9046,6.81E-05,,,,,,,,,,,,,,
9.5132,99.8962,0.159895,,,,,,,,,,,,,,
9.55924,99.8889,2.57272,,,,,,,,,,,,,,
9.70303,99.8787,6.90573,,,,,,,,,,,,,,
9.83444,99.8674,11.7346,,,,,,,,,,,,,,
10.0999,99.8577,17.3299,,,,,,,,,,,,,,
10.3911,99.8528,22.3061,,,,,,,,,,,,,,
10.5361,99.8463,24.2597,,,,,,,,,,,,,,
10.6047,99.8369,23.4926,,,,,,,,,,,,,,
10.5196,99.8294,17.8061,,,,,,,,,,,,,,
10.5359,99.8229,12.2124,,,,,,,,,,,,,,
10.406,99.8124,7.16086,,,,,,,,,,,,,,
10.3126,99.8007,1.61327,,,,,,,,,,,,,,
10.2846,99.7952,0,,,,,,,,,,,,,,
9.92628,99.768,0,,,,,,,,,,,,,,
9.84359,99.8378,0,,,,,,,,,,,,,,
9.7489,99.8369,0,,,,,,,,,,,,,,
8.79023,99.8052,0,,,,,,,,,,,,,,
8.78163,99.7888,0,,,,,,,,,,,,,,
8.88934,99.7796,0,,,,,,,,,,,,,,
8.83196,99.7628,0,,,,,,,,,,,,,,
8.66602,99.7522,0,,,,,,,,,,,,,,
8.75773,99.7482,0,,,,,,,,,,,,,,
8.74251,99.752,0,,,,,,,,,,,,,,
8.77022,99.7472,0,,,,,,,,,,,,,,
8.87234,99.8401,7.10E-06,,,,,,,,,,,,,,
8.29112,99.8511,1.7754,,,,,,,,,,,,,,
8.93295,99.8554,9.01856,,,,,,,,,,,,,,
9.29934,99.8557,20.8242,,,,,,,,,,,,,,
9.83097,99.8425,34.6296,,,,,,,,,,,,,,
9.73684,99.8667,32.8138,,,,,,,,,,,,,,
8.52319,99.8952,19.7502,,,,,,,,,,,,,,
7.81928,99.8824,19.2033,,,,,,,,,,,,,,
7.12436,99.8827,21.101,,,,,,,,,,,,,,
6.01819,99.8833,15.0143,,,,,,,,,,,,,,
5.98132,99.8734,7.06092,,,,,,,,,,,,,,
5.78879,99.8712,1.65317,,,,,,,,,,,,,,
5.24958,99.8645,0.0382142,,,,,,,,,,,,,,
4.33006,99.8603,0,,,,,,,,,,,,,,
4.2253,99.8564,0,,,,,,,,,,,,,,
4.26735,99.8566,0,,,,,,,,,,,,,,
4.18009,99.868,0,,,,,,,,,,,,,,
4.06625,99.8646,0,,,,,,,,,,,,,,
3.98315,99.8565,0,,,,,,,,,,,,,,
3.57813,99.8512,0,,,,,,,,,,,,,,
3.47745,99.8487,0,,,,,,,,,,,,,,
3.37,99.8463,0,,,,,,,,,,,,,,
3.62577,99.8443,0,,,,,,,,,,,,,,
3.48868,99.8416,0.0017882,,,,,,,,,,,,,,
3.71154,99.84,0.423307,,,,,,,,,,,,,,
4.01731,99.8387,7.14664,,,,,,,,,,,,,,
4.81721,99.8366,23.6552,,,,,,,,,,,,,,
6.24922,99.832,57.4741,,,,,,,,,,,,,,
6.46631,99.8221,75.6199,,,,,,,,,,,,,,
7.32886,99.828,84.5773,,,,,,,,,,,,,,
5.17377,99.8773,62.7967,,,,,,,,,,,,,,
4.88081,99.8824,35.8733,,,,,,,,,,,,,,
4.9846,99.8626,34.6734,,,,,,,,,,,,,,
5.88358,99.8504,44.9038,,,,,,,,,,,,,,
4.95508,99.837,59.0039,,,,,,,,,,,,,,
3.6949,99.8332,27.7399,,,,,,,,,,,,,,
3.1637,99.8331,0.234109,,,,,,,,,,,,,,
2.73696,99.8315,0,,,,,,,,,,,,,,
2.29527,99.8308,0,,,,,,,,,,,,,,
2.01793,99.8305,0,,,,,,,,,,,,,,
1.75643,99.8298,0,,,,,,,,,,,,,,
1.20886,99.8289,0,,,,,,,,,,,,,,
0.848902,99.8281,0,,,,,,,,,,,,,,
0.839105,99.8281,0,,,,,,,,,,,,,,
0.658322,99.8277,0,,,,,,,,,,,,,,
0.316128,99.8272,0,,,,,,,,,,,,,,
-0.115569,99.826,0,,,,,,,,,,,,,,
-0.317525,99.8251,0.0114295,,,,,,,,,,,,,,
-0.417958,99.8249,1.15578,,,,,,,,,,,,,,
0.78822,99.8255,19.4567,,,,,,,,,,,,,,
2.7126,99.8271,41.5504,,,,,,,,,,,,,,
4.61477,99.8273,62.3741,,,,,,,,,,,,,,
6.77712,99.8254,96.5824,,,,,,,,,,,,,,
7.68175,99.8174,118.667,,,,,,,,,,,,,,
7.63827,99.8135,103.887,,,,,,,,,,,,,,
6.93654,99.8114,72.6445,,,,,,,,,,,,,,
5.66909,99.7954,69.952,,,,,,,,,,,,,,
4.90114,99.7869,57.7178,,,,,,,,,,,,,,
4.0076,99.7879,25.4558,,,,,,,,,,,,,,
2.59634,99.7873,6.9395,,,,,,,,,,,,,,
1.61486,99.7865,0.263323,,,,,,,,,,,,,,
1.12701,99.7869,0,,,,,,,,,,,,,,
0.875032,99.7882,0,,,,,,,,,,,,,,
0.643814,99.7921,0,,,,,,,,,,,,,,
0.376147,99.7947,0,,,,,,,,,,,,,,
0.489567,99.7955,0,,,,,,,,,,,,,,
1.21611,99.7964,0,,,,,,,,,,,,,,
1.23237,99.7975,0,,,,,,,,,,,,,,
0.572469,99.7984,0,,,,,,,,,,,,,,
0.3128,99.7993,0,,,,,,,,,,,,,,
-0.0197657,99.7988,0,,,,,,,,,,,,,,
-0.185736,99.7984,0.0110041,,,,,,,,,,,,,,
-0.820235,99.7972,0.937091,,,,,,,,,,,,,,
0.0885538,99.7983,12.6004,,,,,,,,,,,,,,
1.57883,99.7978,29.6782,,,,,,,,,,,,,,
3.66291,99.8048,67.0645,,,,,,,,,,,,,,
3.85253,99.7999,77.8113,,,,,,,,,,,,,,
4.93516,99.7845,85.3691,,,,,,,,,,,,,,
5.39039,99.7762,94.4792,,,,,,,,,,,,,,
3.73265,99.7766,50.546,,,,,,,,,,,,,,
4.56674,99.7797,41.5785,,,,,,,,,,,,,,
5.36434,99.7739,65.5259,,,,,,,,,,,,,,
4.08934,99.7662,49.2104,,,,,,,,,,,,,,
2.99119,99.7689,10.9757,,,,,,,,,,,,,,
2.77953,99.7735,0.228932,,,,,,,,,,,,,,
2.11753,99.7742,0,,,,,,,,,,,,,,
1.18488,99.7737,0,,,,,,,,,,,,,,
1.16321,99.7728,0,,,,,,,,,,,,,,
1.25829,99.773,0,,,,,,,,,,,,,,
1.22159,99.772,0,,,,,,,,,,,,,,
1.20225,99.7715,0,,,,,,,,,,,,,,
1.18212,99.7715,0,,,,,,,,,,,,,,
1.1299,99.7713,0,,,,,,,,,,,,,,
1.07161,99.7713,0,,,,,,,,,,,,,,
1.0245,99.7709,0,,,,,,,,,,,,,,
1.04094,99.7707,0.0160943,,,,,,,,,,,,,,
1.04203,99.7705,0.775213,,,,,,,,,,,,,,
1.87013,99.7742,9.09711,,,,,,,,,,,,,,
3.28071,99.7742,34.0961,,,,,,,,,,,,,,
4.63778,99.7684,65.5991,,,,,,,,,,,,,,
4.52629,99.7424,80.0689,,,,,,,,,,,,,,
5.97337,99.6919,97.4277,,,,,,,,,,,,,,
6.22416,98.923,109.458,,,,,,,,,,,,,,
5.96362,97.9764,98.0664,,,,,,,,,,,,,,
5.09906,85.4432,73.0004,,,,,,,,,,,,,,
5.06524,87.8702,51.2109,,,,,,,,,,,,,,
4.16566,91.6677,36.6078,,,,,,,,,,,,,,
3.0405,96.9685,13.2799,,,,,,,,,,,,,,
2.53661,97.7635,0.634435,,,,,,,,,,,,,,
2.31749,98.1353,0,,,,,,,,,,,,,,
2.2901,98.3758,0,,,,,,,,,,,,,,
2.1918,98.5283,0,,,,,,,,,,,,,,
2.0477,98.6238,0,,,,,,,,,,,,,,
1.98243,98.7151,0,,,,,,,,,,,,,,
1.84931,98.8244,0,,,,,,,,,,,,,,
1.56601,98.6723,0,,,,,,,,,,,,,,
1.37586,98.4946,0,,,,,,,,,,,,,,
0.954575,98.3941,0,,,,,,,,,,,,,,
0.598904,98.3295,0,,,,,,,,,,,,,,
-0.118497,98.3183,0.0029096,,,,,,,,,,,,,,
-0.515819,98.4104,1.62967,,,,,,,,,,,,,,
-0.00609837,98.4949,13.3158,,,,,,,,,,,,,,
1.08334,98.1321,35.1735,,,,,,,,,,,,,,
2.6451,86.944,57.5461,,,,,,,,,,,,,,
4.58283,63.0875,74.5258,,,,,,,,,,,,,,
5.676,56.6708,83.2672,,,,,,,,,,,,,,
6.36406,50.3863,89.357,,,,,,,,,,,,,,
6.76443,51.2158,91.13,,,,,,,,,,,,,,
7.74688,49.4964,113.968,,,,,,,,,,,,,,
8.01387,47.7968,132.413,,,,,,,,,,,,,,
5.78152,52.3452,89.1764,,,,,,,,,,,,,,
3.45793,65.316,21.114,,,,,,,,,,,,,,
2.27008,72.6642,0.38687,,,,,,,,,,,,,,
1.72536,72.479,0,,,,,,,,,,,,,,
1.64577,76.3425,0,,,,,,,,,,,,,,
1.43416,77.4339,0,,,,,,,,,,,,,,
1.16724,79.8121,0,,,,,,,,,,,,,,
0.78805,79.4058,0,,,,,,,,,,,,,,
0.43036,77.541,0,,,,,,,,,,,,,,
0.0369396,81.2427,0,,,,,,,,,,,,,,
-0.374773,84.6696,0,,,,,,,,,,,,,,
-0.446505,81.6547,0,,,,,,,,,,,,,,
-0.582453,81.4744,0,,,,,,,,,,,,,,
-0.969964,84.2765,0.0026394,,,,,,,,,,,,,,
-1.02132,83.8399,1.72272,,,,,,,,,,,,,,
0.155794,81.9981,19.6316,,,,,,,,,,,,,,
1.82103,73.2684,50.1143,,,,,,,,,,,,,,
3.24663,57.372,64.7861,,,,,,,,,,,,,,
4.42253,53.6016,73.1436,,,,,,,,,,,,,,
5.50095,52.5851,84.8703,,,,,,,,,,,,,,
6.08685,48.4796,90.111,,,,,,,,,,,,,,
6.36847,45.534,84.9363,,,,,,,,,,,,,,
7.31367,41.5216,124.508,,,,,,,,,,,,,,
6.27759,49.5475,108.684,,,,,,,,,,,,,,
5.02115,51.5052,45.843,,,,,,,,,,,,,,
3.78043,60.1576,16.2083,,,,,,,,,,,,,,
3.03352,65.9544,1.56735,,,,,,,,,,,,,,
2.41919,71.4653,0,,,,,,,,,,,,,,
1.98156,74.5596,0,,,,,,,,,,,,,,
1.74899,75.462,0,,,,,,,,,,,,,,
1.15833,79.3696,0,,,,,,,,,,,,,,
0.191359,89.1621,0,,,,,,,,,,,,,,
-0.575386,89.2677,0,,,,,,,,,,,,,,
-0.9858,90.9959,0,,,,,,,,,,,,,,
-1.6124,90.6871,0,,,,,,,,,,,,,,
-1.88725,91.066,0,,,,,,,,,,,,,,
-1.50572,89.4411,0,,,,,,,,,,,,,,
-0.767363,87.7613,0.0014561,,,,,,,,,,,,,,
-0.482141,88.5252,1.86524,,,,,,,,,,,,,,
0.462233,87.0337,10.4637,,,,,,,,,,,,,,
1.75618,81.7364,30.19,,,,,,,,,,,,,,
3.84039,71.6564,64.47,,,,,,,,,,,,,,
4.4954,71.0697,76.0289,,,,,,,,,,,,,,
3.53895,97.563,62.9274,,,,,,,,,,,,,,
3.20463,99.4055,45.2449,,,,,,,,,,,,,,
3.26424,98.5414,27.4888,,,,,,,,,,,,,,
3.38276,99.762,16.0397,,,,,,,,,,,,,,
3.72655,99.7728,10.2747,,,,,,,,,,,,,,
4.18143,99.7672,7.41703,,,,,,,,,,,,,,
4.75463,99.7739,2.76192,,,,,,,,,,,,,,
5.27299,99.7794,0.2289,,,,,,,,,,,,,,
5.69668,99.7882,0,,,,,,,,,,,,,,
6.11555,99.7876,0,,,,,,,,,,,,,,
6.44153,99.7726,0,,,,,,,,,,,,,,
7.17667,99.7832,0,,,,,,,,,,,,,,
7.55362,99.7777,0,,,,,,,,,,,,,,
6.99029,99.7347,0,,,,,,,,,,,,,,
6.89709,99.5488,0,,,,,,,,,,,,,,
6.55906,99.7071,0,,,,,,,,,,,,,,
6.47146,99.7184,0,,,,,,,,,,,,,,
6.17628,99.307,0,,,,,,,,,,,,,,
5.84996,99.7419,9.39E-06,,,,,,,,,,,,,,
5.62151,99.8671,0.319142,,,,,,,,,,,,,,
3.15301,99.8412,5.27558,,,,,,,,,,,,,,
4.27572,99.8119,28.2936,,,,,,,,,,,,,,
5.1391,99.7827,66.403,,,,,,,,,,,,,,
4.89139,99.192,94.7497,,,,,,,,,,,,,,
6.7721,71.7995,99.5529,,,,,,,,,,,,,,
5.35922,99.7438,83.0802,,,,,,,,,,,,,,
4.91832,99.8221,59.4948,,,,,,,,,,,,,,
4.26044,99.8657,61.3068,,,,,,,,,,,,,,
3.0505,99.8481,44.4612,,,,,,,,,,,,,,
3.19117,99.821,16.7845,,,,,,,,,,,,,,
2.99364,99.8657,10.0253,,,,,,,,,,,,,,
2.52854,99.8615,0.777714,,,,,,,,,,,,,,
2.23098,99.8669,0,,,,,,,,,,,,,,
2.23467,99.8666,0,,,,,,,,,,,,,,
2.44688,99.8468,0,,,,,,,,,,,,,,
2.38629,99.8299,0,,,,,,,,,,,,,,
2.2901,99.8213,0,,,,,,,,,,,,,,
2.17798,99.8242,0,,,,,,,,,,,,,,
2.49357,99.8484,0,,,,,,,,,,,,,,
2.14709,99.8682,0,,,,,,,,,,,,,,
1.87502,99.883,0,,,,,,,,,,,,,,
1.59167,99.8906,0,,,,,,,,,,,,,,
1.86241,99.8801,0.000652504,,,,,,,,,,,,,,
2.63992,99.8664,0.707523,,,,,,,,,,,,,,
2.93173,99.8649,3.94411,,,,,,,,,,,,,,
2.52894,99.8509,10.2996,,,,,,,,,,,,,,
3.422,99.8417,30.5045,,,,,,,,,,,,,,
4.87831,99.8345,67.5791,,,,,,,,,,,,,,
6.0726,99.8288,86.0146,,,,,,,,,,,,,,
5.82663,99.8204,80.6188,,,,,,,,,,,,,,
5.71984,99.8098,66.652,,,,,,,,,,,,,,
6.07921,99.7867,89.2709,,,,,,,,,,,,,,
6.19182,99.7664,116.779,,,,,,,,,,,,,,
4.58534,99.7583,60.086,,,,,,,,,,,,,,
3.23841,99.7653,15.5281,,,,,,,,,,,,,,
2.30755,99.7742,1.46186,,,,,,,,,,,,,,
1.41211,99.778,0,,,,,,,,,,,,,,
0.765758,99.7802,0,,,,,,,,,,,,,,
0.596569,99.7816,0,,,,,,,,,,,,,,
1.00904,99.7838,0,,,,,,,,,,,,,,
1.38416,99.7841,0,,,,,,,,,,,,,,
1.49804,99.7819,0,,,,,,,,,,,,,,
1.71743,99.7767,0,,,,,,,,,,,,,,
1.90783,99.7674,0,,,,,,,,,,,,,,
2.24553,99.7514,0,,,,,,,,,,,,,,
2.37784,99.74,0,,,,,,,,,,,,,,
2.51404,99.7354,0.00477179,,,,,,,,,,,,,,
2.85165,99.7282,0.586921,,,,,,,,,,,,,,
3.09433,99.7225,4.99622,,,,,,,,,,,,,,
3.29582,99.7134,11.7838,,,,,,,,,,,,,,
3.6534,99.7026,17.2861,,,,,,,,,,,,,,
4.06503,99.7704,21.2641,,,,,,,,,,,,,,
5.28606,99.7909,40.822,,,,,,,,,,,,,,
6.15781,99.7702,71.0328,,,,,,,,,,,,,,
6.10052,99.7938,70.1507,,,,,,,,,,,,,,
6.02312,99.7848,67.5436,,,,,,,,,,,,,,
6.87402,99.7667,85.9035,,,,,,,,,,,,,,
7.74225,99.7509,104.304,,,,,,,,,,,,,,
5.07847,99.7448,60.7328,,,,,,,,,,,,,,
3.01239,99.7466,3.23849,,,,,,,,,,,,,,
2.33971,99.7501,0,,,,,,,,,,,,,,
1.74163,99.7544,0,,,,,,,,,,,,,,
0.919154,99.7558,0,,,,,,,,,,,,,,
0.753072,99.76,0,,,,,,,,,,,,,,
0.466221,99.7625,0,,,,,,,,,,,,,,
0.263658,99.7643,0,,,,,,,,,,,,,,
-0.589521,99.7627,0,,,,,,,,,,,,,,
-1.22715,99.7613,0,,,,,,,,,,,,,,
-1.34168,99.7625,0,,,,,,,,,,,,,,
-0.96452,99.7663,0,,,,,,,,,,,,,,
-0.796048,99.7675,0.00306475,,,,,,,,,,,,,,
-0.338297,99.7691,1.3992,,,,,,,,,,,,,,
0.192065,99.7695,5.99743,,,,,,,,,,,,,,
0.717666,99.7699,11.3391,,,,,,,,,,,,,,
2.64507,99.7696,40.1259,,,,,,,,,,,,,,
3.49285,99.763,58.9153,,,,,,,,,,,,,,
4.00651,99.7575,55.4704,,,,,,,,,,,,,,
5.1173,99.7568,58.0149,,,,,,,,,,,,,,
4.97791,99.7363,61.0586,,,,,,,,,,,,,,
4.86511,99.6977,56.7209,,,,,,,,,,,,,,
6.7337,99.6774,76.7501,,,,,,,,,,,,,,
7.75538,99.6475,99.9719,,,,,,,,,,,,,,
4.2787,99.4606,49.6334,,,,,,,,,,,,,,
2.72795,99.2726,0.684882,,,,,,,,,,,,,,
1.94173,99.0045,0,,,,,,,,,,,,,,
1.7103,99.3805,0,,,,,,,,,,,,,,
1.71571,99.5916,0,,,,,,,,,,,,,,
2.34529,99.6817,0,,,,,,,,,,,,,,
2.57393,99.6982,0,,,,,,,,,,,,,,
2.95354,99.7213,0,,,,,,,,,,,,,,
2.77429,99.7124,0,,,,,,,,,,,,,,
2.94906,99.6767,0,,,,,,,,,,,,,,
2.96153,99.7446,0,,,,,,,,,,,,,,
2.65808,99.7662,0,,,,,,,,,,,,,,
2.58201,99.7888,0.000284226,,,,,,,,,,,,,,
2.69154,99.7814,0.912599,,,,,,,,,,,,,,
2.96875,99.7752,8.69692,,,,,,,,,,,,,,
3.58373,99.7763,21.5548,,,,,,,,,,,,,,
4.02177,99.7821,38.7115,,,,,,,,,,,,,,
4.76943,99.8405,69.6586,,,,,,,,,,,,,,
3.54233,99.8701,82.1709,,,,,,,,,,,,,,
4.8669,99.8598,75.8821,,,,,,,,,,,,,,
4.67373,99.8407,62.1995,,,,,,,,,,,,,,
4.50236,99.8364,44.6456,,,,,,,,,,,,,,
3.72675,99.8341,32.5991,,,,,,,,,,,,,,
2.98906,99.827,17.4899,,,,,,,,,,,,,,
2.76705,99.817,6.47766,,,,,,,,,,,,,,
1.82214,99.8146,0.60251,,,,,,,,,,,,,,
1.77591,99.8121,0,,,,,,,,,,,,,,
1.35616,99.8069,0,,,,,,,,,,,,,,
1.46954,99.8044,0,,,,,,,,,,,,,,
1.44148,99.8034,0,,,,,,,,,,,,,,
1.25962,99.8025,0,,,,,,,,,,,,,,
1.09881,99.8002,0,,,,,,,,,,,,,,
1.53791,99.7991,0,,,,,,,,,,,,,,
1.65425,99.806,0,,,,,,,,,,,,,,
1.58853,99.8125,0,,,,,,,,,,,,,,
1.87306,99.8081,0,,,,,,,,,,,,,,
1.66705,99.8054,0.00342014,,,,,,,,,,,,,,
2.09398,99.8045,1.26166,,,,,,,,,,,,,,
1.9223,99.8046,9.45732,,,,,,,,,,,,,,
2.98699,99.8034,34.6482,,,,,,,,,,,,,,
2.75331,99.7966,49.5669,,,,,,,,,,,,,,
3.20078,99.7893,50.0923,,,,,,,,,,,,,,
4.33318,99.7874,57.8983,,,,,,,,,,,,,,
4.88935,99.7825,66.8822,,,,,,,,,,,,,,
6.07598,99.778,78.1195,,,,,,,,,,,,,,
5.00821,99.7468,103.297,,,,,,,,,,,,,,
5.70816,99.7424,92.2698,,,,,,,,,,,,,,
4.30647,99.7404,46.5826,,,,,,,,,,,,,,
3.46984,99.7469,15.2936,,,,,,,,,,,,,,
2.26457,99.7505,2.44964,,,,,,,,,,,,,,
1.46827,99.7561,0,,,,,,,,,,,,,,
0.50312,99.7553,0,,,,,,,,,,,,,,
0.221144,99.7567,0,,,,,,,,,,,,,,
0.205532,99.7587,0,,,,,,,,,,,,,,
-0.246064,99.7585,0,,,,,,,,,,,,,,
-0.990246,99.7567,0,,,,,,,,,,,,,,
-0.442408,99.76,0,,,,,,,,,,,,,,
-0.420618,99.7598,0,,,,,,,,,,,,,,
0.1456,99.7621,0,,,,,,,,,,,,,,
-0.205901,99.7605,0,,,,,,,,,,,,,,
-0.390109,99.76,0.0161914,,,,,,,,,,,,,,
-0.19358,99.7617,2.53982,,,,,,,,,,,,,,
0.637571,99.7636,14.0663,,,,,,,,,,,,,,
2.3632,99.7628,43.6794,,,,,,,,,,,,,,
4.47205,99.747,83.4926,,,,,,,,,,,,,,
5.11218,99.6483,104.367,,,,,,,,,,,,,,
6.13706,98.2938,119.886,,,,,,,,,,,,,,
6.50672,87.2846,116.203,,,,,,,,,,,,,,
5.82523,88.2339,84.8031,,,,,,,,,,,,,,
7.33005,78.6251,92.3382,,,,,,,,,,,,,,
7.55979,80.3788,102.198,,,,,,,,,,,,,,
6.35171,92.778,61.0313,,,,,,,,,,,,,,
4.87283,85.4836,18.1484,,,,,,,,,,,,,,
4.21711,93.4201,1.33437,,,,,,,,,,,,,,
3.91037,93.3295,0,,,,,,,,,,,,,,
3.25925,94.6,0,,,,,,,,,,,,,,
3.39444,92.0732,0,,,,,,,,,,,,,,
3.43379,89.8387,0,,,,,,,,,,,,,,
3.55304,85.2536,0,,,,,,,,,,,,,,
3.48357,87.1026,0,,,,,,,,,,,,,,
3.28716,87.0654,0,,,,,,,,,,,,,,
2.5893,87.5358,0,,,,,,,,,,,,,,
2.49498,84.0546,0,,,,,,,,,,,,,,
2.19597,82.1835,0,,,,,,,,,,,,,,
2.45828,78.4248,0.000256104,,,,,,,,,,,,,,
2.70142,78.281,2.80299,,,,,,,,,,,,,,
